question_id,question_type,sentence,relation_type,option_A,option_B,option_C,option_D,gold_option,gpt_answer,deepseek_answer,bert_answer,eval_gpt,eval_deepseek,eval_bert
Q3_走_social_contact_0340,Q3,"通过亲戚间的来往探望，有越走越亲的意味。
如：「一场大病之后，他整个人都走样了。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,A,B,C,Incorrect,Correct,Incorrect
Q3_开_enlarge_0223,Q3,"现在正是在Apple平台上进行开发的绝佳时机。
本文介绍了电脑电源灯闪烁但无法开机的几种解决方法。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,D,B,Correct,Incorrect,Correct
Q3_走_move_0338,Q3,"走气，汉语词语，词义有两种，一是指漏泄气体，二是比喻泄劲。
’人生没有白走的路，每一步都算数。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,D,C,A,Incorrect,Incorrect,Correct
Q3_吃_bear_0452,Q3,"查看吃官司的近义词和反义词，以及相关示例句子，提升对该成语的理解。
吃减脂餐还没瘦，到底是哪里出了问题。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,A,D,A,Incorrect,Incorrect,Incorrect
Q3_开_enlarge_0232,Q3,"改革开放以来，中国在现代化的道路上取得了重大成果
该桥始建于1916年，全长260米、宽27.7米，采用机械装置调节桥面高度以满足船只通行的开启桥设计。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,C,B,Correct,Incorrect,Correct
Q3_走_move_0325,Q3,"如：「一场大病之后，他整个人都走样了。
必应词典为您提供走过去的释义，网络释义：goover;walkover;comeover；。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,B,C,Correct,Incorrect,Incorrect
Q3_开_cut_through_0207,Q3,"物理名词开路是指电路中两点间无电流通过或阻抗值(或电阻值)非常大的导体连接时的电路状态。
然而，有用户遇到打不开win10电源…。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,D,B,B,Incorrect,Incorrect,Incorrect
Q3_吃_bear_0454,Q3,"14、假使你不爱我了，我就跳到你后面，抓你的皮，扯你的头发，把水淋到你的身上，叫你吃官司。
另外，不要在很饿或者节食几餐专等欺骗餐大吃，很容易过量哦。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,B,A,Correct,Correct,Incorrect
Q3_开_enlarge_0234,Q3,"自盘古开天辟地以来，气就充斥天地。
好饿啊，你打开冰箱看看有什么吃的吧！",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,C,D,Correct,Incorrect,Incorrect
Q3_开_seperate_0238,Q3,"•上气道阻塞•上气道阻塞的患者在气管切开导管堵塞或错位时风险极高，这不仅…。
本文介绍了电脑电源灯闪烁但无法开机的几种解决方法。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,C,C,D,Incorrect,Incorrect,Incorrect
Q3_吃_feel_0439,Q3,"江宁吃醋地看着他，娇嗔地说
另外，不要在很饿或者节食几餐专等欺骗餐大吃，很容易过量哦。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,D,C,C,Incorrect,Incorrect,Incorrect
Q3_开_cut_through_0212,Q3,"中国驻圣彼得堡总领事罗占辉表示，中俄关系近年蓬勃发展，开桥仪式是两国友好关系…。
“空调温度过低且门窗大开，电灯长明，电脑24小时持续开机。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,C,A,Correct,Incorrect,Correct
Q3_拿_occupy_0104,Q3,"可只有拿下0号，才有可能将附近高地全…。
比如说，对于左撇子，他们在拿杯子时是否和常规方式相同。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,A,B,Correct,Correct,Incorrect
Q3_吃_feel_0432,Q3,"宋江听罢，吃了一惊，肚里寻思道：“晁盖是我心腹弟兄。
但不可不吃东西饿肚子，至少吃点助消化的主食，如面条，以7分饱为…。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,C,B,Correct,Incorrect,Correct
Q3_吃_bear_0447,Q3,"如果我们吃了十分的苦，就能够获得十分的报酬，那么，我相信什么样的苦，我们都可以吃下去。
但不可不吃东西饿肚子，至少吃点助消化的主食，如面条，以7分饱为…。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,B,A,Correct,Correct,Incorrect
Q3_拿_control_0076,Q3,"并非所有女性生来就能做到“拿得起，放得下”，很多人都是历经种种挫折后才懂得人生的真谛。
房子没拿钥匙可能需交物业费。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,D,B,Correct,Incorrect,Correct
Q3_开_enlarge_0227,Q3,"下载适用于专业Java和Kotlin开发的卓越IDEIntelliJIDEA的最新版本。
“空调温度过低且门窗大开，电灯长明，电脑24小时持续开机。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,B,A,Correct,Correct,Incorrect
Q3_拿_occupy_0096,Q3,"11亿，90后北大教授创记录，拿下具身智能最大融资，宁德时代领投。
这是真皮女士长款拉链荔枝纹牛皮革日本手拿钱包日式长枥木财布wallet的详细页…。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,B,A,D,Incorrect,Correct,Incorrect
Q3_拿_control_0077,Q3,"拿得起放得下，汉语成语，意思为拿得起放得下是指在对待两难的问题上，做决定敢做敢当，当机立断[1]。
新房没拿钥匙可能也要交物业费。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,A,A,B,Incorrect,Incorrect,Correct
Q3_拿_occupy_0098,Q3,"33DAI拿到了一个n×mn×m的扫雷局面。
手拿笔感觉没力气可能与肌肉疲劳、神经受压、血液循环障碍或基础疾病有关。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,B,D,D,Incorrect,Incorrect,Incorrect
Q3_走_social_contact_0353,Q3,"所以呢，女生如果不想自己的后门经常被男生走的话，最好的办法，就是当男生第一次提出要走后门…。
走气，汉语词语，词义有两种，一是指漏泄气体，二是比喻泄劲。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,B,C,Correct,Correct,Incorrect
Q3_走_social_contact_0349,Q3,"走街串巷的意思、解释和含义:走大街串小巷，指走遍居民聚集地的各个角落。
风声总会走漏，这些见不得人的勾当终于东窗事发了。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,C,C,A,Incorrect,Incorrect,Incorrect
Q3_吃_feel_0441,Q3,"走在夜路上，任何一点动静都会让那女孩吃一惊
肉类作为优质蛋白的重要来源，如果不吃或者吃不够，直接影响蛋…。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,C,A,Correct,Incorrect,Incorrect
Q3_走_move_0337,Q3,"“轮台九月风夜吼，一川碎石大如斗，随风满地石乱走。
我攥紧书包带子，独自走在回家的小路上。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,B,B,Correct,Incorrect,Incorrect
Q3_吃_bear_0449,Q3,"“能吃苦”不是“找苦吃”，不是故意降低生活标准、制造苦难历练；“能…。
在运动量不变的前提下，每天多吃一口饭，或半个饺子，或一小把坚果，一年体重可增加3…。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,D,C,C,Incorrect,Incorrect,Incorrect
Q3_开_seperate_0249,Q3,"大家都在说丘吉尔的一句话大致意思是：如果有人冤枉你吃了他的东西，不要想着剖开肚皮去自证清白，而是…。
好饿啊，你打开冰箱看看有什么吃的吧！",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,A,D,Correct,Correct,Incorrect
Q3_走_move_0336,Q3,"""走漏""作为汉语动词，核心义项指信息或秘密的非授权传播，读音为zǒulòu[2-3]。
”走自己的路，是对党领导人民百年奋斗历史经…。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,D,C,A,Incorrect,Incorrect,Correct
Q3_走_move_0332,Q3,"""走漏""是一个常用词语，主要表示消息、情报等不经意间泄露或传出。
“我在情感上的愚钝就像是门窗紧闭的屋子，虽然爱情的脚步在屋前走过去又走过来，我也听到了，可是…。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,D,B,B,Incorrect,Incorrect,Incorrect
Q3_吃_bear_0446,Q3,"到现在仍然具有现实意义，吃亏其实是赚到了，吃亏的…。
“今天的鸡块拌饭特别入味，辣子炒肉、鱼香肉丝也都很好吃，辣子鸡更是我的最爱。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,B,D,Correct,Correct,Incorrect
Q3_吃_bear_0459,Q3,"我们都知道，拒绝客人进门就是让客人吃闭门羹。
-“只吃肉不吃主食”的减肥方法存在一定的风险。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,B,B,Correct,Correct,Correct
Q3_拿_occupy_0095,Q3,"拔河比赛点面结合600字左右-我看了看这局势，本想一个用力直接拿下比赛了。
男士钱包/手拿包选购技巧柠檬红茶加点冰。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,B,D,Correct,Incorrect,Incorrect
Q3_开_seperate_0246,Q3,"（2017河南）左图是给定的立体图形，将其从任一面剖开，下面哪一项不可能是该立体图形的截面。
如果您打开了局域网世界，您应当可…。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,C,B,Correct,Incorrect,Incorrect
Q3_吃_feel_0431,Q3,"巴菲特读书之多，我读书之多，可能会让你感到吃惊。
“今天的鸡块拌饭特别入味，辣子炒肉、鱼香肉丝也都很好吃，辣子鸡更是我的最爱。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,D,C,Correct,Incorrect,Incorrect
Q3_拿_control_0089,Q3,"凭这么点手段就想拿住我，没那么容易！
比如说，对于左撇子，他们在拿杯子时是否和常规方式相同。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,C,A,Correct,Incorrect,Incorrect
Q3_走_social_contact_0342,Q3,"就是过年过节回家，不再走亲戚了，甚至是屏蔽了一…。
文章详细介绍了计算机图形学中走样的概念，以及反走样技术，特别是多重采样抗锯齿(MSAA)方法。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,C,C,D,Incorrect,Incorrect,Incorrect
Q3_走_social_contact_0352,Q3,"在欧美，竟然有超过1.3亿人已经体验过走后门的滋…。
“轮台九月风夜吼，一川碎石大如斗，随风满地石乱走。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,B,D,Correct,Correct,Incorrect
